milliseconds,null,Input,null,null,null,(null = no Control)
246661,1000.00,545.00,-59672570.00,455.00,-59672570.00,455.00
246667,1000.00,549.00,-59673943.00,451.00,-59673943.00,451.00
246672,1000.00,546.00,-59675290.00,454.00,-59675290.00,454.00
246678,1000.00,547.00,-59676654.00,453.00,-59676654.00,453.00
246683,1000.00,547.00,-59678013.00,453.00,-59678013.00,453.00
246688,1000.00,550.00,-59679378.00,450.00,-59679378.00,450.00
246694,1000.00,550.00,-59680728.00,450.00,-59680728.00,450.00
246699,1000.00,546.00,-59682070.00,454.00,-59682070.00,454.00
246705,1000.00,546.00,-59683432.00,454.00,-59683432.00,454.00
246710,1000.00,547.00,-59684796.00,453.00,-59684796.00,453.00
246715,1000.00,550.00,-59686161.00,450.00,-59686161.00,450.00
246721,1000.00,550.00,-59687511.00,450.00,-59687511.00,450.00
246726,1000.00,548.00,-59688857.00,452.00,-59688857.00,452.00
246732,1000.00,546.00,-59690209.00,454.00,-59690209.00,454.00
246737,1000.00,550.00,-59691579.00,450.00,-59691579.00,450.00
246742,1000.00,549.00,-59692927.00,451.00,-59692927.00,451.00
246748,1000.00,549.00,-59694280.00,451.00,-59694280.00,451.00
246753,1000.00,550.00,-59695635.00,450.00,-59695635.00,450.00
246759,1000.00,549.00,-59696983.00,451.00,-59696983.00,451.00
246764,1000.00,550.00,-59698338.00,450.00,-59698338.00,450.00
246769,1000.00,549.00,-59699686.00,451.00,-59699686.00,451.00
246775,1000.00,547.00,-59701035.00,453.00,-59701035.00,453.00
246780,1000.00,550.00,-59702400.00,450.00,-59702400.00,450.00
246786,1000.00,545.00,-59703740.00,455.00,-59703740.00,455.00
246791,1000.00,549.00,-59705113.00,451.00,-59705113.00,451.00
246796,1000.00,550.00,-59706468.00,450.00,-59706468.00,450.00
246802,1000.00,547.00,-59707812.00,453.00,-59707812.00,453.00
246807,1000.00,547.00,-59709171.00,453.00,-59709171.00,453.00
246813,1000.00,547.00,-59710530.00,453.00,-59710530.00,453.00
246818,1000.00,552.00,-59711899.00,448.00,-59711899.00,448.00
246823,1000.00,548.00,-59713235.00,452.00,-59713235.00,452.00
246829,1000.00,548.00,-59714591.00,452.00,-59714591.00,452.00
246834,1000.00,550.00,-59715951.00,450.00,-59715951.00,450.00
246840,1000.00,546.00,-59717293.00,454.00,-59717293.00,454.00
246845,1000.00,548.00,-59718659.00,452.00,-59718659.00,452.00
246850,1000.00,550.00,-59720019.00,450.00,-59720019.00,450.00
246856,1000.00,545.00,-59721359.00,455.00,-59721359.00,455.00
246861,1000.00,548.00,-59722730.00,452.00,-59722730.00,452.00
246867,1000.00,547.00,-59724084.00,453.00,-59724084.00,453.00
246872,1000.00,549.00,-59725447.00,451.00,-59725447.00,451.00
246877,1000.00,546.00,-59726794.00,454.00,-59726794.00,454.00
246883,1000.00,547.00,-59728158.00,453.00,-59728158.00,453.00
246888,1000.00,546.00,-59729515.00,454.00,-59729515.00,454.00
246894,1000.00,548.00,-59730881.00,452.00,-59730881.00,452.00
246899,1000.00,548.00,-59732237.00,452.00,-59732237.00,452.00
246904,1000.00,550.00,-59733597.00,450.00,-59733597.00,450.00
246910,1000.00,549.00,-59734945.00,451.00,-59734945.00,451.00
246915,1000.00,549.00,-59736298.00,451.00,-59736298.00,451.00
246921,1000.00,544.00,-59737641.00,456.00,-59737641.00,456.00
246926,1000.00,548.00,-59739017.00,452.00,-59739017.00,452.00
246931,1000.00,548.00,-59740373.00,452.00,-59740373.00,452.00
246937,1000.00,547.00,-59741727.00,453.00,-59741727.00,453.00
246942,1000.00,546.00,-59743084.00,454.00,-59743084.00,454.00
246948,1000.00,547.00,-59744448.00,453.00,-59744448.00,453.00
246953,1000.00,548.00,-59745809.00,452.00,-59745809.00,452.00
246958,1000.00,546.00,-59747161.00,454.00,-59747161.00,454.00
246964,1000.00,548.00,-59748527.00,452.00,-59748527.00,452.00
246969,1000.00,549.00,-59749885.00,451.00,-59749885.00,451.00
246975,1000.00,549.00,-59751238.00,451.00,-59751238.00,451.00
246980,1000.00,553.00,-59752599.00,447.00,-59752599.00,447.00
246985,1000.00,548.00,-59753930.00,452.00,-59753930.00,452.00
246991,1000.00,551.00,-59755292.00,449.00,-59755292.00,449.00
246996,1000.00,551.00,-59756639.00,449.00,-59756639.00,449.00
247002,1000.00,546.00,-59757976.00,454.00,-59757976.00,454.00
247007,1000.00,548.00,-59759342.00,452.00,-59759342.00,452.00
247012,1000.00,550.00,-59760702.00,450.00,-59760702.00,450.00
247018,1000.00,550.00,-59762052.00,450.00,-59762052.00,450.00
247023,1000.00,549.00,-59763400.00,451.00,-59763400.00,451.00
247029,1000.00,545.00,-59764745.00,455.00,-59764745.00,455.00
247034,1000.00,547.00,-59766114.00,453.00,-59766114.00,453.00
247039,1000.00,549.00,-59767477.00,451.00,-59767477.00,451.00
247045,1000.00,552.00,-59768836.00,448.00,-59768836.00,448.00
247050,1000.00,550.00,-59770176.00,450.00,-59770176.00,450.00
247056,1000.00,546.00,-59771518.00,454.00,-59771518.00,454.00
247061,1000.00,549.00,-59772886.00,451.00,-59772886.00,451.00
247066,1000.00,547.00,-59774235.00,453.00,-59774235.00,453.00
247072,1000.00,551.00,-59775602.00,449.00,-59775602.00,449.00
247077,1000.00,549.00,-59776945.00,451.00,-59776945.00,451.00
247083,1000.00,548.00,-59778296.00,452.00,-59778296.00,452.00
247088,1000.00,548.00,-59779652.00,452.00,-59779652.00,452.00
247093,1000.00,547.00,-59781006.00,453.00,-59781006.00,453.00
247099,1000.00,548.00,-59782367.00,452.00,-59782367.00,452.00
247104,1000.00,550.00,-59783727.00,450.00,-59783727.00,450.00
247110,1000.00,549.00,-59785075.00,451.00,-59785075.00,451.00
247115,1000.00,551.00,-59786432.00,449.00,-59786432.00,449.00
247120,1000.00,552.00,-59787781.00,448.00,-59787781.00,448.00
247126,1000.00,548.00,-59789117.00,452.00,-59789117.00,452.00
247131,1000.00,549.00,-59790475.00,451.00,-59790475.00,451.00
247137,1000.00,545.00,-59791820.00,455.00,-59791820.00,455.00
247142,1000.00,549.00,-59793193.00,451.00,-59793193.00,451.00
247147,1000.00,550.00,-59794548.00,450.00,-59794548.00,450.00
247153,1000.00,549.00,-59795896.00,451.00,-59795896.00,451.00
247158,1000.00,549.00,-59797249.00,451.00,-59797249.00,451.00
247164,1000.00,551.00,-59798606.00,449.00,-59798606.00,449.00
247169,1000.00,556.00,-59799963.00,444.00,-59799963.00,444.00
247174,1000.00,562.00,-59801307.00,438.00,-59801307.00,438.00
247180,1000.00,564.00,-59802625.00,436.00,-59802625.00,436.00
247185,1000.00,563.00,-59803931.00,437.00,-59803931.00,437.00
247191,1000.00,562.00,-59805240.00,438.00,-59805240.00,438.00
247196,1000.00,565.00,-59806560.00,435.00,-59806560.00,435.00
247201,1000.00,568.00,-59807871.00,432.00,-59807871.00,432.00
247207,1000.00,568.00,-59809167.00,432.00,-59809167.00,432.00
247212,1000.00,565.00,-59810457.00,435.00,-59810457.00,435.00
247218,1000.00,563.00,-59811758.00,437.00,-59811758.00,437.00
247223,1000.00,567.00,-59813077.00,433.00,-59813077.00,433.00
247228,1000.00,569.00,-59814380.00,431.00,-59814380.00,431.00
247234,1000.00,566.00,-59815667.00,434.00,-59815667.00,434.00
247239,1000.00,565.00,-59816967.00,435.00,-59816967.00,435.00
247245,1000.00,564.00,-59818270.00,436.00,-59818270.00,436.00
247250,1000.00,565.00,-59819580.00,435.00,-59819580.00,435.00
247255,1000.00,568.00,-59820891.00,432.00,-59820891.00,432.00
247261,1000.00,564.00,-59822179.00,436.00,-59822179.00,436.00
247266,1000.00,569.00,-59823497.00,431.00,-59823497.00,431.00
247272,1000.00,564.00,-59824780.00,436.00,-59824780.00,436.00
247277,1000.00,563.00,-59826086.00,437.00,-59826086.00,437.00
247282,1000.00,565.00,-59827401.00,435.00,-59827401.00,435.00
247288,1000.00,566.00,-59828708.00,434.00,-59828708.00,434.00
247293,1000.00,572.00,-59830022.00,428.00,-59830022.00,428.00
247299,1000.00,564.00,-59831290.00,436.00,-59831290.00,436.00
247304,1000.00,568.00,-59832606.00,432.00,-59832606.00,432.00
247309,1000.00,567.00,-59833900.00,433.00,-59833900.00,433.00
247315,1000.00,566.00,-59835197.00,434.00,-59835197.00,434.00
247320,1000.00,568.00,-59836503.00,432.00,-59836503.00,432.00
247326,1000.00,564.00,-59837791.00,436.00,-59837791.00,436.00
247331,1000.00,567.00,-59839105.00,433.00,-59839105.00,433.00
247336,1000.00,569.00,-59840408.00,431.00,-59840408.00,431.00
247342,1000.00,567.00,-59841697.00,433.00,-59841697.00,433.00
247347,1000.00,565.00,-59842992.00,435.00,-59842992.00,435.00
247353,1000.00,565.00,-59844297.00,435.00,-59844297.00,435.00
247358,1000.00,566.00,-59845604.00,434.00,-59845604.00,434.00
247363,1000.00,569.00,-59846912.00,431.00,-59846912.00,431.00
247369,1000.00,565.00,-59848197.00,435.00,-59848197.00,435.00
247374,1000.00,565.00,-59849502.00,435.00,-59849502.00,435.00
247380,1000.00,566.00,-59850809.00,434.00,-59850809.00,434.00
247385,1000.00,565.00,-59852109.00,435.00,-59852109.00,435.00
247390,1000.00,566.00,-59853416.00,434.00,-59853416.00,434.00
247396,1000.00,568.00,-59854722.00,432.00,-59854722.00,432.00
247401,1000.00,566.00,-59856014.00,434.00,-59856014.00,434.00
247407,1000.00,564.00,-59857312.00,436.00,-59857312.00,436.00
247412,1000.00,563.00,-59858618.00,437.00,-59858618.00,437.00
247417,1000.00,569.00,-59859941.00,431.00,-59859941.00,431.00
247423,1000.00,566.00,-59861228.00,434.00,-59861228.00,434.00
247428,1000.00,564.00,-59862526.00,436.00,-59862526.00,436.00
247434,1000.00,565.00,-59863836.00,435.00,-59863836.00,435.00
247439,1000.00,564.00,-59865139.00,436.00,-59865139.00,436.00
247444,1000.00,566.00,-59866451.00,434.00,-59866451.00,434.00
247450,1000.00,565.00,-59867751.00,435.00,-59867751.00,435.00
247455,1000.00,566.00,-59869058.00,434.00,-59869058.00,434.00
247461,1000.00,564.00,-59870356.00,436.00,-59870356.00,436.00
247466,1000.00,565.00,-59871666.00,435.00,-59871666.00,435.00
247471,1000.00,567.00,-59872975.00,433.00,-59872975.00,433.00
247477,1000.00,565.00,-59874270.00,435.00,-59874270.00,435.00
247482,1000.00,565.00,-59875575.00,435.00,-59875575.00,435.00
247488,1000.00,563.00,-59876876.00,437.00,-59876876.00,437.00
247493,1000.00,564.00,-59878189.00,436.00,-59878189.00,436.00
247498,1000.00,566.00,-59879501.00,434.00,-59879501.00,434.00
247504,1000.00,566.00,-59880803.00,434.00,-59880803.00,434.00
247509,1000.00,563.00,-59882099.00,437.00,-59882099.00,437.00
247515,1000.00,564.00,-59883412.00,436.00,-59883412.00,436.00
247520,1000.00,564.00,-59884720.00,436.00,-59884720.00,436.00
247525,1000.00,564.00,-59886028.00,436.00,-59886028.00,436.00
247531,1000.00,563.00,-59887334.00,437.00,-59887334.00,437.00
247536,1000.00,565.00,-59888649.00,435.00,-59888649.00,435.00
247542,1000.00,561.00,-59889946.00,439.00,-59889946.00,439.00
247547,1000.00,563.00,-59891267.00,437.00,-59891267.00,437.00
247552,1000.00,563.00,-59892578.00,437.00,-59892578.00,437.00
247558,1000.00,564.00,-59893891.00,436.00,-59893891.00,436.00
247563,1000.00,564.00,-59895199.00,436.00,-59895199.00,436.00
247569,1000.00,565.00,-59896509.00,435.00,-59896509.00,435.00
247574,1000.00,563.00,-59897810.00,437.00,-59897810.00,437.00
247579,1000.00,563.00,-59899121.00,437.00,-59899121.00,437.00
247585,1000.00,565.00,-59900436.00,435.00,-59900436.00,435.00
247590,1000.00,566.00,-59901743.00,434.00,-59901743.00,434.00
247596,1000.00,561.00,-59903035.00,439.00,-59903035.00,439.00
247601,1000.00,565.00,-59904360.00,435.00,-59904360.00,435.00
247606,1000.00,564.00,-59905663.00,436.00,-59905663.00,436.00
247612,1000.00,565.00,-59906973.00,435.00,-59906973.00,435.00
247617,1000.00,564.00,-59908276.00,436.00,-59908276.00,436.00
247623,1000.00,562.00,-59909580.00,438.00,-59909580.00,438.00
247628,1000.00,563.00,-59910896.00,437.00,-59910896.00,437.00
247633,1000.00,566.00,-59912213.00,434.00,-59912213.00,434.00
247639,1000.00,561.00,-59913505.00,439.00,-59913505.00,439.00
247644,1000.00,563.00,-59914826.00,437.00,-59914826.00,437.00
247650,1000.00,561.00,-59916133.00,439.00,-59916133.00,439.00
247655,1000.00,566.00,-59917460.00,434.00,-59917460.00,434.00
247660,1000.00,563.00,-59918756.00,437.00,-59918756.00,437.00
247666,1000.00,566.00,-59920073.00,434.00,-59920073.00,434.00
247671,1000.00,570.00,-59921383.00,430.00,-59921383.00,430.00
247677,1000.00,562.00,-59922657.00,438.00,-59922657.00,438.00
247682,1000.00,569.00,-59923985.00,431.00,-59923985.00,431.00
247687,1000.00,565.00,-59925270.00,435.00,-59925270.00,435.00
247693,1000.00,566.00,-59926577.00,434.00,-59926577.00,434.00
247698,1000.00,567.00,-59927881.00,433.00,-59927881.00,433.00
247704,1000.00,565.00,-59929176.00,435.00,-59929176.00,435.00
247709,1000.00,565.00,-59930481.00,435.00,-59930481.00,435.00
247714,1000.00,565.00,-59931786.00,435.00,-59931786.00,435.00
247720,1000.00,565.00,-59933091.00,435.00,-59933091.00,435.00
247725,1000.00,569.00,-59934404.00,431.00,-59934404.00,431.00
247731,1000.00,565.00,-59935689.00,435.00,-59935689.00,435.00
247736,1000.00,565.00,-59936994.00,435.00,-59936994.00,435.00
247741,1000.00,567.00,-59938303.00,433.00,-59938303.00,433.00
247747,1000.00,565.00,-59939598.00,435.00,-59939598.00,435.00
247752,1000.00,566.00,-59940905.00,434.00,-59940905.00,434.00
247758,1000.00,563.00,-59942201.00,437.00,-59942201.00,437.00
247763,1000.00,564.00,-59943514.00,436.00,-59943514.00,436.00
247768,1000.00,564.00,-59944822.00,436.00,-59944822.00,436.00
247774,1000.00,565.00,-59946132.00,435.00,-59946132.00,435.00
247779,1000.00,565.00,-59947437.00,435.00,-59947437.00,435.00
247785,1000.00,562.00,-59948736.00,438.00,-59948736.00,438.00
247790,1000.00,564.00,-59950054.00,436.00,-59950054.00,436.00
247795,1000.00,565.00,-59951364.00,435.00,-59951364.00,435.00
247801,1000.00,567.00,-59952673.00,433.00,-59952673.00,433.00
247806,1000.00,567.00,-59953972.00,433.00,-59953972.00,433.00
247812,1000.00,562.00,-59955261.00,438.00,-59955261.00,438.00
247817,1000.00,566.00,-59956583.00,434.00,-59956583.00,434.00
247822,1000.00,568.00,-59957889.00,432.00,-59957889.00,432.00
247828,1000.00,572.00,-59959193.00,428.00,-59959193.00,428.00
247833,1000.00,568.00,-59960469.00,432.00,-59960469.00,432.00
247839,1000.00,565.00,-59961759.00,435.00,-59961759.00,435.00
247844,1000.00,566.00,-59963066.00,434.00,-59963066.00,434.00
247849,1000.00,564.00,-59964364.00,436.00,-59964364.00,436.00
247855,1000.00,564.00,-59965672.00,436.00,-59965672.00,436.00
247860,1000.00,567.00,-59966986.00,433.00,-59966986.00,433.00
247866,1000.00,566.00,-59968283.00,434.00,-59968283.00,434.00
247871,1000.00,566.00,-59969585.00,434.00,-59969585.00,434.00
247876,1000.00,569.00,-59970893.00,431.00,-59970893.00,431.00
247882,1000.00,566.00,-59972180.00,434.00,-59972180.00,434.00
247887,1000.00,565.00,-59973480.00,435.00,-59973480.00,435.00
247893,1000.00,565.00,-59974785.00,435.00,-59974785.00,435.00
247898,1000.00,565.00,-59976090.00,435.00,-59976090.00,435.00
247903,1000.00,566.00,-59977397.00,434.00,-59977397.00,434.00
247909,1000.00,564.00,-59978695.00,436.00,-59978695.00,436.00
247914,1000.00,566.00,-59980007.00,434.00,-59980007.00,434.00
247920,1000.00,565.00,-59981307.00,435.00,-59981307.00,435.00
247925,1000.00,568.00,-59982618.00,432.00,-59982618.00,432.00
247930,1000.00,570.00,-59983918.00,430.00,-59983918.00,430.00
247936,1000.00,565.00,-59985198.00,435.00,-59985198.00,435.00
247941,1000.00,565.00,-59986503.00,435.00,-59986503.00,435.00
247947,1000.00,562.00,-59987802.00,438.00,-59987802.00,438.00
247952,1000.00,566.00,-59989124.00,434.00,-59989124.00,434.00
247957,1000.00,564.00,-59990422.00,436.00,-59990422.00,436.00
247963,1000.00,566.00,-59991734.00,434.00,-59991734.00,434.00
247968,1000.00,565.00,-59993034.00,435.00,-59993034.00,435.00
247974,1000.00,565.00,-59994339.00,435.00,-59994339.00,435.00
247979,1000.00,565.00,-59995644.00,435.00,-59995644.00,435.00
247984,1000.00,568.00,-59996955.00,432.00,-59996955.00,432.00
247990,1000.00,565.00,-59998245.00,435.00,-59998245.00,435.00
247995,1000.00,565.00,-59999550.00,435.00,-59999550.00,435.00
248001,1000.00,564.00,-60000853.00,436.00,-60000853.00,436.00
248006,1000.00,567.00,-60002167.00,433.00,-60002167.00,433.00
248011,1000.00,566.00,-60003464.00,434.00,-60003464.00,434.00
248017,1000.00,567.00,-60004768.00,433.00,-60004768.00,433.00
248022,1000.00,563.00,-60006059.00,437.00,-60006059.00,437.00
248028,1000.00,564.00,-60007372.00,436.00,-60007372.00,436.00
248033,1000.00,563.00,-60008678.00,437.00,-60008678.00,437.00
248038,1000.00,566.00,-60009995.00,434.00,-60009995.00,434.00
248044,1000.00,562.00,-60011289.00,438.00,-60011289.00,438.00
248049,1000.00,565.00,-60012609.00,435.00,-60012609.00,435.00
248055,1000.00,564.00,-60013912.00,436.00,-60013912.00,436.00
248060,1000.00,566.00,-60015224.00,434.00,-60015224.00,434.00
248065,1000.00,568.00,-60016530.00,432.00,-60016530.00,432.00
248071,1000.00,563.00,-60017816.00,437.00,-60017816.00,437.00
248076,1000.00,575.00,-60019151.00,425.00,-60019151.00,425.00
248082,1000.00,565.00,-60020406.00,435.00,-60020406.00,435.00
248087,1000.00,567.00,-60021715.00,433.00,-60021715.00,433.00
248092,1000.00,566.00,-60023012.00,434.00,-60023012.00,434.00
248098,1000.00,567.00,-60024316.00,433.00,-60024316.00,433.00
248103,1000.00,564.00,-60025609.00,436.00,-60025609.00,436.00
248109,1000.00,562.00,-60026913.00,438.00,-60026913.00,438.00
248114,1000.00,569.00,-60028241.00,431.00,-60028241.00,431.00
248119,1000.00,566.00,-60029528.00,434.00,-60029528.00,434.00
248125,1000.00,566.00,-60030830.00,434.00,-60030830.00,434.00
248130,1000.00,567.00,-60032134.00,433.00,-60032134.00,433.00
248136,1000.00,564.00,-60033427.00,436.00,-60033427.00,436.00
248141,1000.00,566.00,-60034739.00,434.00,-60034739.00,434.00
248146,1000.00,564.00,-60036037.00,436.00,-60036037.00,436.00
248152,1000.00,568.00,-60037353.00,432.00,-60037353.00,432.00
248157,1000.00,564.00,-60038641.00,436.00,-60038641.00,436.00
248163,1000.00,563.00,-60039947.00,437.00,-60039947.00,437.00
248168,1000.00,564.00,-60041260.00,436.00,-60041260.00,436.00
248173,1000.00,566.00,-60042572.00,434.00,-60042572.00,434.00
248179,1000.00,564.00,-60043870.00,436.00,-60043870.00,436.00
248184,1000.00,565.00,-60045180.00,435.00,-60045180.00,435.00
248190,1000.00,565.00,-60046485.00,435.00,-60046485.00,435.00
248195,1000.00,565.00,-60047790.00,435.00,-60047790.00,435.00
248200,1000.00,566.00,-60049097.00,434.00,-60049097.00,434.00
248206,1000.00,564.00,-60050395.00,436.00,-60050395.00,436.00
248211,1000.00,561.00,-60051697.00,439.00,-60051697.00,439.00
248217,1000.00,552.00,-60052996.00,448.00,-60052996.00,448.00
248222,1000.00,555.00,-60054346.00,445.00,-60054346.00,445.00
248227,1000.00,548.00,-60055667.00,452.00,-60055667.00,452.00
248233,1000.00,551.00,-60057029.00,449.00,-60057029.00,449.00
248238,1000.00,547.00,-60058368.00,453.00,-60058368.00,453.00
248244,1000.00,545.00,-60059723.00,455.00,-60059723.00,455.00
248249,1000.00,549.00,-60061096.00,451.00,-60061096.00,451.00
248254,1000.00,547.00,-60062445.00,453.00,-60062445.00,453.00
248260,1000.00,546.00,-60063802.00,454.00,-60063802.00,454.00
248265,1000.00,549.00,-60065170.00,451.00,-60065170.00,451.00
248271,1000.00,546.00,-60066517.00,454.00,-60066517.00,454.00
248276,1000.00,549.00,-60067885.00,451.00,-60067885.00,451.00
248281,1000.00,548.00,-60069236.00,452.00,-60069236.00,452.00
248287,1000.00,549.00,-60070594.00,451.00,-60070594.00,451.00
248292,1000.00,548.00,-60071945.00,452.00,-60071945.00,452.00
248298,1000.00,543.00,-60073291.00,457.00,-60073291.00,457.00
248303,1000.00,547.00,-60074670.00,453.00,-60074670.00,453.00
248308,1000.00,547.00,-60076029.00,453.00,-60076029.00,453.00
248314,1000.00,545.00,-60077384.00,455.00,-60077384.00,455.00
248319,1000.00,548.00,-60078755.00,452.00,-60078755.00,452.00
248325,1000.00,544.00,-60080103.00,456.00,-60080103.00,456.00
248330,1000.00,550.00,-60081483.00,450.00,-60081483.00,450.00
248335,1000.00,549.00,-60082831.00,451.00,-60082831.00,451.00
248341,1000.00,549.00,-60084184.00,451.00,-60084184.00,451.00
248346,1000.00,549.00,-60085537.00,451.00,-60085537.00,451.00
248352,1000.00,547.00,-60086886.00,453.00,-60086886.00,453.00
248357,1000.00,547.00,-60088245.00,453.00,-60088245.00,453.00
